Building Address,Building Class,City,Rentable Building Area,State,Year Built,Zip,Submarket,Market
1975 Walton Rd,C,Overland,67634,MO,1960,631145821,Innerbelt E of 170,Saint Louis - MO
19879 W 156th St,B,Olathe,4948,MO,1995,660623521,Olathe,Kansas City - MO
19905 W 157th St,B,Olathe,7440,MO,1987,660623824,Olathe,Kansas City - MO
19922 W 162nd St,C,Olathe,20549,MO,1998,660622787,Olathe,Kansas City - MO
19927 W 162nd St,B,Olathe,14400,MO,2002,660622787,Olathe,Kansas City - MO
19932 W 157th St,C,Olathe,15000,MO,1978,660623823,Olathe,Kansas City - MO
19933-19947 W 162nd St,B,Olathe,16000,MO,2002,660622787,Olathe,Kansas City - MO
19934 W 157th St,B,Olathe,15000,MO,1979,660623597,Olathe,Kansas City - MO
19945 W 157th St,C,Olathe,10000,MO,1979,660623824,Olathe,Kansas City - MO
19951-19965 W 162nd St,C,Olathe,32000,MO,2002,660622787,Olathe,Kansas City - MO
19970 W 161st St,B,Olathe,6751,MO,1996,660622700,Olathe,Kansas City - MO
2 Arrowhead Industrial Blvd,A,Saint Peters,47476,MO,1998,63376,St Charles County,Saint Louis - MO
20 Elaine Dr,C,"O'Fallon",2706,MO,1988,633662397,St Charles County,Saint Louis - MO
200 S 42nd St,B,Kansas City,68162,MO,1974,661061002,Turner,Kansas City - MO
2000 Forest Ave,B,Kansas City,45000,MO,1968,641082819,Downtown KC,Kansas City - MO
2000 Guinotte Ave,C,Kansas City,38012,MO,1975,641201537,East Bottoms KC,Kansas City - MO
2000 N 2nd St,C,Saint Louis,165000,MO,1940,631021334,St Louis City North,Saint Louis - MO
2001 Guinotte Ave,C,Kansas City,16000,MO,1983,641201536,East Bottoms KC,Kansas City - MO
201 E Donovan Rd,B,Kansas City,141000,MO,1987,661151426,Central KC KS/Fairfax,Kansas City - MO
201 Leawood Dr,B,New Century,107400,MO,1984,66031,Olathe,Kansas City - MO
201 Overland Park Pl,C,New Century,10843,MO,1942,66031,Olathe,Kansas City - MO
2011 N 10th St,C,Kansas City,27000,MO,1946,661045306,Central KC KS/Fairfax,Kansas City - MO
2011 Tracy Ave,C,Kansas City,80000,MO,1920,641082913,Downtown KC,Kansas City - MO
2013-2015 Michael Ln,C,Nixa,2789,MO,,65714,West Christian County,Springfield  - MO
2016 W 43rd Ave,C,Kansas City,11650,MO,1950,66103,Armourdale,Kansas City - MO
2017-2019 Michael Ln,C,Nixa,6970,MO,,65714,West Christian County,Springfield  - MO
2019-2021 Forest Ave,B,Kansas City,42850,MO,1962,641082818,Downtown KC,Kansas City - MO
2020 Charlotte St,C,Kansas City,18000,MO,1955,641082709,Downtown KC,Kansas City - MO
2020 Walnut St,B,Kansas City,100000,MO,1923,641081812,Downtown KC,Kansas City - MO
2023 Holmes St,C,Kansas City,18500,MO,1949,641082621,Downtown KC,Kansas City - MO
2027 Holmes St,C,Kansas City,12500,MO,1932,641082621,Downtown KC,Kansas City - MO
2030-2032 Corporate 44 Dr,B,Fenton,42900,MO,1994,63026,Fenton,Saint Louis - MO
205 Soccer Park Rd,C,Fenton,82767,MO,1988,630262524,Fenton,Saint Louis - MO
2051 Holmes St,C,Kansas City,3600,MO,1940,641082621,Downtown KC,Kansas City - MO
2063 N 11th St,C,Kansas City,21071,MO,1968,661045843,Central KC KS/Fairfax,Kansas City - MO
207 Bennington Ave,C,Kansas City,80000,MO,1974,641231913,East Bottoms KC,Kansas City - MO
2075 N 13th St,C,Kansas City,9320,MO,1959,661045764,Central KC KS/Fairfax,Kansas City - MO
210 W 74th Ter,B,Kansas City,9900,MO,1945,641145731,Midtown South,Kansas City - MO
2100 Walnut St,B,Kansas City,185000,MO,1910,641081813,Downtown KC,Kansas City - MO
2100 Walton Rd,C,Overland,106490,MO,1970,631145808,Innerbelt E of 170,Saint Louis - MO
2105 N 13th St,C,Kansas City,11000,MO,1935,661045622,Central KC KS/Fairfax,Kansas City - MO
211 Fabricator Dr,B,Fenton,16000,MO,2005,63026,Fenton,Saint Louis - MO
2111 Television Plz,C,Kansas City,5600,MO,1983,64126,East Bottoms KC,Kansas City - MO
212 NE Main St,C,Lees Summit,10000,MO,1915,640632073,"Lee's Summit",Kansas City - MO
2120 N 3rd St,C,Saint Charles,11000,MO,1962,63301,St Charles County,Saint Louis - MO
2121 Walton Rd,C,Overland,55571,MO,1961,631145807,Innerbelt E of 170,Saint Louis - MO
2131 S 74th St,C,Kansas City,6000,MO,1974,661064905,Turner,Kansas City - MO
2131 Washington St,C,Kansas City,6050,MO,1920,641082130,Downtown KC,Kansas City - MO
215 E Ferguson Ave,C,Wood River,25976,MO,,62095,Illinois,Saint Louis - MO
21521 E Truman Rd,C,Independence,46829,MO,1965,640562675,Independence,Kansas City - MO
220 N Mahaffie St,B,Olathe,46748,MO,1969,660613531,Olathe,Kansas City - MO
2200 Cassens Dr,C,Fenton,55685,MO,1978,630262521,Fenton,Saint Louis - MO
2200 N 3rd St,C,Saint Charles,14830,MO,1948,63301,St Charles County,Saint Louis - MO
2201 Armour Rd,B,North Kansas City,44900,MO,1973,641163212,City of North KC,Kansas City - MO
2202 N Rogers Rd,C,Olathe,21000,MO,1978,660624934,Olathe,Kansas City - MO
2209 SW 40 Hwy,B,Blue Springs,8000,MO,1968,640154645,Blue Springs,Kansas City - MO
221 W Ferguson Ave,C,Wood River,6967,MO,,62095,Illinois,Saint Louis - MO
2210 E Kansas City Rd,F,Olathe,71221,MO,1969,660613008,Olathe,Kansas City - MO
2215 N Commercial Ave,C,Saint Clair,5200,MO,,63077,Franklin County,Saint Louis - MO
2222 S 138th St,B,Bonner Springs,50000,MO,1987,660121631,Bonner Springs,Kansas City - MO
223 Gillis St,C,Kansas City,125000,MO,1910,64120,Downtown KC,Kansas City - MO
223 N James St,C,Kansas City,152000,MO,1971,661181142,Armourdale,Kansas City - MO
225-301 S Main St,C,East Saint Louis,90000,MO,1928,62201,Illinois,Saint Louis - MO
2251 Armour Rd,F,North Kansas City,16464,MO,1958,641163212,City of North KC,Kansas City - MO
22715 Joe Holt Pky,C,Peculiar,6400,MO,2004,64078,Cass County,Kansas City - MO
2300 N Rogers Rd,C,Olathe,13750,MO,1987,660624993,Olathe,Kansas City - MO
2300 S 138th St,C,Bonner Springs,1966,MO,1960,660121629,Bonner Springs,Kansas City - MO
2300-2324 Marconi Ave,B,Saint Louis,95023,MO,1920,63110,St Louis City South,Saint Louis - MO
2301 E Truman Rd,B,Kansas City,21000,MO,1982,641272042,East Bottoms KC,Kansas City - MO
2306 Rochester St,C,Kansas City,50000,MO,1901,641201546,East Bottoms KC,Kansas City - MO
231 Rock Industrial Park Dr,B,Bridgeton,85721,MO,1982,630441212,Earth City,Saint Louis - MO
232 N Baltimore Ave,B,Kansas City,23781,MO,1994,641164213,City of North KC,Kansas City - MO
233 S 42nd St,B,Kansas City,30000,MO,1970,661061001,Turner,Kansas City - MO
234 E Donovan Rd,B,Kansas City,26000,MO,1999,661151416,Central KC KS/Fairfax,Kansas City - MO
234 W 12th Ave,C,North Kansas City,19800,MO,1994,641164158,City of North KC,Kansas City - MO
2340 Cassens Dr,B,Fenton,22750,MO,1986,630262503,Fenton,Saint Louis - MO
23400 W 82nd St,B,Shawnee,12498,MO,1974,66227,Lenexa,Kansas City - MO
23600 W 40th St,C,Shawnee,31750,MO,1997,66226,Shawnee,Kansas City - MO
2363 S 59th St,C,Saint Louis,10000,MO,1951,63110,St Louis City South,Saint Louis - MO
24 Schiber Ct,C,Maryville,6804,MO,,62062,Illinois,Saint Louis - MO
24 W 15th Ave,B,North Kansas City,6527,MO,1947,641163927,City of North KC,Kansas City - MO
2400 Nicholson Ave,C,Kansas City,40000,MO,1960,641201672,East Bottoms KC,Kansas City - MO
2405 E 85th St,C,Kansas City,6000,MO,1946,641322617,South KC,Kansas City - MO
2405 Nicholson Ave,C,Kansas City,30000,MO,1951,641201671,East Bottoms KC,Kansas City - MO
2410 S Scheidt Ln,C,Bonner Springs,98000,MO,1979,66012,Bonner Springs,Kansas City - MO
242 N Marion St,C,Olathe,9407,MO,1957,660613105,Olathe,Kansas City - MO
2425 Jefferson St,C,Kansas City,24000,MO,1948,641082401,Midtown,Kansas City - MO
2425 Summit St,C,Kansas City,8875,MO,1960,641082424,Midtown,Kansas City - MO
2429 S Mill St,C,Kansas City,5280,MO,1966,661031819,Armourdale,Kansas City - MO
2440 W Pennway St,C,Kansas City,72000,MO,1930,641082474,Midtown,Kansas City - MO
2459 Summit St,C,Kansas City,33328,MO,1950,641082424,Midtown,Kansas City - MO
2490 Cassens Dr,B,Fenton,18200,MO,1987,630262539,Fenton,Saint Louis - MO
25 Algana Dr,C,Saint Peters,4216,MO,2006,63376,St Charles County,Saint Louis - MO
25 E Quindaro Blvd,B,Kansas City,67970,MO,1946,661151412,Central KC KS/Fairfax,Kansas City - MO
25 Funston Rd,B,Kansas City,42000,MO,1973,661151303,Central KC KS/Fairfax,Kansas City - MO
2500 Century Dr,B,Granite City,141215,MO,1977,62040,Illinois,Saint Louis - MO
2500 NW South Outer Rd,B,Blue Springs,19200,MO,1982,640156465,Blue Springs,Kansas City - MO
2500 Ohio Ave,C,Saint Louis,70500,MO,1952,631042310,St Louis City South,Saint Louis - MO
2501 Manchester Tfwy,B,Kansas City,12000,MO,1988,64129,Sports Complex,Kansas City - MO
2501 N Center St,C,Maryville,18000,MO,,62062,Illinois,Saint Louis - MO
2501 NW Jefferson St,C,Blue Springs,12590,MO,1989,640157262,Blue Springs,Kansas City - MO
2510 Cassens Dr,B,Fenton,17560,MO,1986,630262546,Fenton,Saint Louis - MO
2516 W Pennway St,C,Kansas City,12250,MO,1926,641082413,Midtown,Kansas City - MO
2519 NW Platte Rd,C,Kansas City,17950,MO,1952,641509629,Riverside/Parkville,Kansas City - MO
2520 S 88th St,C,Kansas City,2800,MO,1987,661111764,Bonner Springs,Kansas City - MO
2525 Belleview Ave,C,Kansas City,16000,MO,1949,641082322,Midtown,Kansas City - MO
2540 Indiana Ave,B,Kansas City,22000,MO,1958,641274347,Sports Complex,Kansas City - MO
2555 S Ferree St,C,Kansas City,5000,MO,1977,661031765,Armourdale,Kansas City - MO
2601 Midwest Dr,B,Kansas City,196320,MO,1986,661118801,Bonner Springs,Kansas City - MO
2601 NW Tullison Rd,C,Kansas City,8780,MO,1990,641509640,Riverside/Parkville,Kansas City - MO
2603 NE Industrial Dr,C,Kansas City,8160,MO,1972,641172649,Claycomo,Kansas City - MO
2605 NE Industrial Dr,B,Kansas City,4000,MO,1976,641172649,Claycomo,Kansas City - MO
2607 NE Industrial Dr,B,Kansas City,8282,MO,1975,641172649,Claycomo,Kansas City - MO
2609 Guinotte Ave,C,Kansas City,5500,MO,1986,641201525,East Bottoms KC,Kansas City - MO
2620 E US-40 Hwy,B,Blue Springs,25000,MO,1953,640154565,Blue Springs,Kansas City - MO
2649 S 142nd St,B,Bonner Springs,26916,MO,1984,660129459,Bonner Springs,Kansas City - MO
2663 S 88th St,C,Kansas City,10501,MO,1997,661111767,Bonner Springs,Kansas City - MO
27-29 Stanley Rd,C,Kansas City,80000,MO,1967,661151330,Central KC KS/Fairfax,Kansas City - MO
2701 E 85th St,C,Kansas City,29910,MO,1960,641322537,South KC,Kansas City - MO
2701 Hereford St,C,Saint Louis,95241,MO,1987,631391021,St Louis City South,Saint Louis - MO
2703-2735 Wagner Pl,C,Maryland Heights,173006,MO,1960,630433421,Westport,Saint Louis - MO
2714 Lafayette Ave,B,Saint Louis,27498,MO,1890,631042014,St Louis City South,Saint Louis - MO
2717 S 88th St,C,Kansas City,7200,MO,1973,661111757,Bonner Springs,Kansas City - MO
2726 Brown Ave,C,Kansas City,13470,MO,1950,661043916,Kansas City KS,Kansas City - MO
2751 Gillham Rd,B,Kansas City,25000,MO,1957,641083137,Midtown,Kansas City - MO
2754 Roe Ln,C,Kansas City,19000,MO,1955,661031541,Armourdale,Kansas City - MO
280-294 Indacom Dr,C,Saint Peters,6000,MO,1984,633762433,St Charles County,Saint Louis - MO
2800 E 85th St,C,Kansas City,8406,MO,1950,641322536,South KC,Kansas City - MO
2800 Nicholson Ave,C,Kansas City,11220,MO,1951,641201725,East Bottoms KC,Kansas City - MO
2800-2812 E Truman Rd,C,Kansas City,21175,MO,1939,641272127,East Bottoms KC,Kansas City - MO
2810 Mary Ave,C,Brentwood,2356,MO,1966,631442728,Hanley,Saint Louis - MO
2811-2817 Hereford St,C,Saint Louis,20000,MO,1940,631391023,St Louis City South,Saint Louis - MO
2815 E 85th St,C,Kansas City,40000,MO,1950,641322535,South KC,Kansas City - MO
2820 Roe Ln,B,Kansas City,11691,MO,,661031543,Armourdale,Kansas City - MO
2828 Breckenridge Industrial Ct,C,Brentwood,7703,MO,1966,631442811,Hanley,Saint Louis - MO
2849 Terrace St,B,Kansas City,5800,MO,1975,641084518,Midtown,Kansas City - MO
2860 Roe Ln,C,Kansas City,73000,MO,1995,661031543,Armourdale,Kansas City - MO
2880 Elm Point Industrial Dr,B,Saint Charles,41100,MO,2005,63301,St Charles County,Saint Louis - MO
29 Greystone Ave,F,Kansas City,13188,MO,1910,661031324,Armourdale,Kansas City - MO
2900 E 150 Hwy,B,Grandview,24436,MO,1972,64030,Grandview,Kansas City - MO
2909-2917 Brooklyn Ave,C,Kansas City,20026,MO,1920,641091610,Sports Complex,Kansas City - MO
291 Indacom Dr,C,Saint Peters,5050,MO,1982,63376,St Charles County,Saint Louis - MO
2910 Loring Dr,B,Bonner Springs,4000,MO,1983,660129483,Bonner Springs,Kansas City - MO
2950 Elm Point Industrial Dr,B,Saint Charles,12000,MO,2000,63301,St Charles County,Saint Louis - MO
300 S 55th St,B,Kansas City,98000,MO,1962,661061016,Turner,Kansas City - MO
300 Sunshine Rd,B,Kansas City,922937,MO,1957,661151231,Central KC KS/Fairfax,Kansas City - MO
3000 Chrysler Rd,B,Kansas City,184857,MO,1967,661151325,Central KC KS/Fairfax,Kansas City - MO
3001 E 83rd St,B,Kansas City,40000,MO,1951,641322547,South KC,Kansas City - MO
3001 Mercier St,B,Kansas City,5625,MO,1965,641083551,Midtown,Kansas City - MO
3001 NW Platte Rd,C,Riverside,10000,MO,1967,641509639,Riverside/Parkville,Kansas City - MO
3007 E 85th St,B,Kansas City,40400,MO,1953,641322531,South KC,Kansas City - MO
301 Fountain Lakes Industrial Dr,A,Saint Charles,177600,MO,2006,633014364,St Charles County,Saint Louis - MO
301 Overland Park Pl,B,New Century,36615,MO,1983,66031,Olathe,Kansas City - MO
3015 Power Dr,C,Kansas City,10000,MO,1972,661064720,Turner,Kansas City - MO
3017 Dodge Rd,C,Kansas City,42840,MO,1956,661151205,Central KC KS/Fairfax,Kansas City - MO
3019-3199 Westway Dr,A,Edwardsville,1157934,MO,2007,62025,Illinois,Saint Louis - MO
3027-3031 Cherry St,C,Kansas City,12350,MO,1948,641083124,Midtown,Kansas City - MO
3028 E 18th St,B,Kansas City,26000,MO,,641272641,East Bottoms KC,Kansas City - MO
303 E Hoffmeister Ave,B,Saint Louis,59180,MO,1968,63125,South County,Saint Louis - MO
3030 Wyoming St,C,Kansas City,17136,MO,1956,641083622,Midtown,Kansas City - MO
3031 Fiberglass Rd,C,Kansas City,600000,MO,1951,661151247,Central KC KS/Fairfax,Kansas City - MO
3033-3035 Roanoke Rd,C,Kansas City,21936,MO,1950,641083610,Midtown,Kansas City - MO
305 W Cedar St,C,Olathe,4000,MO,1977,660614017,Olathe,Kansas City - MO
3051 Mercantile Industrial Dr,C,Saint Charles,17600,MO,1996,63301,St Charles County,Saint Louis - MO
3061 Mercantile Industrial Dr,B,Saint Charles,4800,MO,1996,63301,St Charles County,Saint Louis - MO
3070 Mercantile Industrial Dr,C,Saint Charles,13432,MO,1985,63301,St Charles County,Saint Louis - MO
308 W Elm St,C,Olathe,5000,MO,1971,660614024,Olathe,Kansas City - MO
3100 S 44th St,C,Kansas City,20000,MO,1955,661063720,Turner,Kansas City - MO
3101 Gardner Ave,C,Kansas City,46580,MO,1956,641201804,East Bottoms KC,Kansas City - MO
311 Southwest Blvd,C,Kansas City,53842,MO,1955,661032149,Armourdale,Kansas City - MO
3110 Nicholson Ave,C,Kansas City,13080,MO,1956,641201731,East Bottoms KC,Kansas City - MO
3113-3129 Bell St,C,Kansas City,20000,MO,1942,641113718,Midtown,Kansas City - MO
3118 S Service Rd E,C,Foristell,4400,MO,1968,633481419,St Charles County,Saint Louis - MO
3122 Brannon Ave,C,Saint Louis,1060,MO,1950,631391422,St Louis City South,Saint Louis - MO
3123 S Weatherford Rd,C,Independence,20000,MO,1970,640552440,Independence,Kansas City - MO
3140 Park Ave,C,Saint Louis,35000,MO,1948,63104,St Louis City South,Saint Louis - MO
3150 Fiberglass Rd,C,Kansas City,33873,MO,1940,661151211,Central KC KS/Fairfax,Kansas City - MO
3150 N 7th St Tfwy,C,Kansas City,18000,MO,1974,66115,Central KC KS/Fairfax,Kansas City - MO
3151 Fiberglass Rd,C,Kansas City,44000,MO,1963,661151210,Central KC KS/Fairfax,Kansas City - MO
3155 Fiberglass Rd,C,Kansas City,30000,MO,1950,661151210,Central KC KS/Fairfax,Kansas City - MO
3175 Terrace St,B,Kansas City,27595,MO,1968,641113633,Midtown,Kansas City - MO
318 Broadway St,C,Kansas City,10000,MO,1920,641051105,Downtown KC,Kansas City - MO
3189 Jamieson Ave,C,Saint Louis,42161,MO,1950,631392519,St Louis City South,Saint Louis - MO
319 W 79th Ter,C,Kansas City,9000,MO,1925,641142307,Midtown South,Kansas City - MO
32 N 6th St,B,Kansas City,13460,MO,1950,661013404,Central KC KS/Fairfax,Kansas City - MO
320 N McGee St,C,Kansas City,12053,MO,1962,641164231,City of North KC,Kansas City - MO
320 N Winchester St,C,Olathe,5830,MO,1967,660621202,Olathe,Kansas City - MO
3200 McCormick Rd,C,Kansas City,100000,MO,1958,661151113,Central KC KS/Fairfax,Kansas City - MO
3201 Fairfax Tfwy,B,Kansas City,3214495,MO,1987,66115,Central KC KS/Fairfax,Kansas City - MO
3210-3236 N 7th Street Trfy,C,Kansas City,100000,MO,1946,661151106,Central KC KS/Fairfax,Kansas City - MO
3221 E 77th St,C,Kansas City,3000,MO,,641322131,Midtown South,Kansas City - MO
3227 N 9th St,C,Saint Louis,55200,MO,1901,631473532,St Louis City North,Saint Louis - MO
32703 S State Route 7,B,Creighton,7900,MO,1986,647398653,Cass County,Kansas City - MO
3299 N 7th St Tfwy,B,Kansas City,23400,MO,1977,66115,Central KC KS/Fairfax,Kansas City - MO
3300 Roanoke Rd,C,Kansas City,3200,MO,1938,641113725,Midtown,Kansas City - MO
3302-3306 Terrace St,C,Kansas City,10800,MO,1950,641113638,Midtown,Kansas City - MO
3311 Chouteau Ave,C,Saint Louis,43430,MO,,63103,St Louis City South,Saint Louis - MO
3325 Chouteau Ave,C,Saint Louis,3311,MO,1984,63103,St Louis City South,Saint Louis - MO
3341 Harvester Rd,C,Kansas City,20000,MO,1957,661151110,Central KC KS/Fairfax,Kansas City - MO
3345 Morganford Rd,C,Saint Louis,52054,MO,1951,631161805,St Louis City South,Saint Louis - MO
336 S 42nd St,C,Kansas City,10000,MO,1954,661061004,Turner,Kansas City - MO
34 Elaine Rd,C,"O'Fallon",2400,MO,1994,63366,St Charles County,Saint Louis - MO
34 N James St,C,Kansas City,6000,MO,1974,661181148,Armourdale,Kansas City - MO
3400 Duncan Rd,B,Blue Springs,10000,MO,1985,64015,Blue Springs,Kansas City - MO
3401 Kansas Ave,C,Kansas City,65000,MO,1974,661061225,Turner,Kansas City - MO
3409 Merriam Ln,B,Overland Park,6400,MO,1968,662031375,Merriam/Mission,Kansas City - MO
3415 Merriam Dr,C,Overland Park,1500,MO,1982,662031375,Merriam/Mission,Kansas City - MO
3433 Roanoke Rd,C,Kansas City,63000,MO,1925,641113726,Midtown,Kansas City - MO
346 N James St,C,Kansas City,5192,MO,1973,661181141,Armourdale,Kansas City - MO
350 N James St,C,Kansas City,14000,MO,1956,661181141,Armourdale,Kansas City - MO
350 North Dr,C,Saint Charles,3357,MO,1961,63301,St Charles County,Saint Louis - MO
3501 Stadium Dr,C,Kansas City,12000,MO,1951,641291734,Sports Complex,Kansas City - MO
3514 Gratiot St,C,Saint Louis,20000,MO,1951,631032922,St Louis City South,Saint Louis - MO
3516 Greenwood Blvd,C,Maplewood,10979,MO,1915,631434211,Hanley,Saint Louis - MO
3526 Nicholson Ave,C,Kansas City,25456,MO,1927,641201739,East Bottoms KC,Kansas City - MO
3536 Nicholson Ave,B,Kansas City,23660,MO,1992,641201739,East Bottoms KC,Kansas City - MO
3545 Gratiot St,C,Saint Louis,20000,MO,1930,631032921,St Louis City South,Saint Louis - MO
355 North Dr,C,Saint Charles,2000,MO,1963,63301,St Charles County,Saint Louis - MO
3557 Stadium Dr,C,Kansas City,9000,MO,1951,641291734,Sports Complex,Kansas City - MO
3560 Scarlet Oak Blvd,C,Kirkwood,184952,MO,1969,631226604,West County,Saint Louis - MO
3568 Tree Court Industrial Blvd,C,Kirkwood,42422,MO,1974,631226620,West County,Saint Louis - MO
3600 Fuller Ave,C,Kansas City,16000,MO,1975,641291829,Sports Complex,Kansas City - MO
3600 Kansas Ave,B,Kansas City,20000,MO,1980,661061206,Turner,Kansas City - MO
3600 Mueller Rd,B,Saint Charles,62000,MO,1980,633018004,St Charles County,Saint Louis - MO
3601 Fairbanks Ave,B,Kansas City,148400,MO,1953,66106,Turner,Kansas City - MO
3601 Fairbanks Ave,C,Kansas City,50904,MO,1959,66106,Turner,Kansas City - MO
3611 Main St,C,Grandview,6820,MO,1987,640302233,Grandview,Kansas City - MO
3621 Gratiot St,B,Saint Louis,35000,MO,1957,631101207,St Louis City South,Saint Louis - MO
3640 Market St,C,Saint Louis,110000,MO,1960,631101210,St Louis City South,Saint Louis - MO
3644-3656 Scarlet Oak Blvd,C,Kirkwood,21108,MO,1973,631226606,West County,Saint Louis - MO
3700-3712 E 12th St,C,Kansas City,16230,MO,1930,641271513,East Bottoms KC,Kansas City - MO
3750 Fairbanks Ave,C,Kansas City,12360,MO,1977,66106,Turner,Kansas City - MO
3800 Kansas Ave,B,Kansas City,100000,MO,1988,661061251,Turner,Kansas City - MO
3801 Kaw Dr,C,Kansas City,5270,MO,1960,661023715,Kansas City KS,Kansas City - MO
3801-3805 E 75th Ter,C,Kansas City,124000,MO,1947,64132,Midtown South,Kansas City - MO
3803 E 75th Ter,C,Kansas City,12615,MO,1950,64132,Midtown South,Kansas City - MO
3820 Ultra-Comp Dr,B,Earth City,20467,MO,1991,630451422,Earth City,Saint Louis - MO
3880 Washington Blvd,C,Saint Louis,24381,MO,,63108,St Louis City North,Saint Louis - MO
39 Patmos Ct,C,Saint Peters,6000,MO,1979,633763903,St Charles County,Saint Louis - MO
3900 N Kentucky Ave,B,Kansas City,105000,MO,2004,64161,Claycomo,Kansas City - MO
3910 Main St,C,Grandview,9500,MO,1988,640302228,Grandview,Kansas City - MO
3911 Main St,B,Grandview,10000,MO,1971,640302227,Grandview,Kansas City - MO
3936-3964 Chouteau Ave,C,Saint Louis,6197,MO,1942,63110,St Louis City South,Saint Louis - MO
3944 Park Ave,C,Saint Louis,34807,MO,1932,63110,St Louis City South,Saint Louis - MO
3951 New Town Blvd,B,Saint Charles,164740,MO,2000,633014356,St Charles County,Saint Louis - MO
3957 Park Ave,C,Saint Louis,20000,MO,1910,631102317,St Louis City South,Saint Louis - MO
400 Shawnee Ave,C,Kansas City,14000,MO,1979,661052125,Armourdale,Kansas City - MO
400 W Dennis Ave,F,Olathe,326535,MO,1960,660614306,Olathe,Kansas City - MO
4001 Gratiot St,C,Saint Louis,101347,MO,1976,631101725,St Louis City South,Saint Louis - MO
4001 Kaw Dr,B,Kansas City,9300,MO,1996,661023716,Armourdale,Kansas City - MO
4001-4003 Park Ave,C,Saint Louis,65000,MO,1950,631102319,St Louis City South,Saint Louis - MO
4001-4025 Folsom Ave,C,Saint Louis,32549,MO,1932,63110,St Louis City South,Saint Louis - MO
401 E Donovan Rd,C,Kansas City,22000,MO,1930,661151401,Central KC KS/Fairfax,Kansas City - MO
401 Funston Rd,B,Kansas City,168000,MO,1952,661151213,Central KC KS/Fairfax,Kansas City - MO
401 Kindelberger Rd,C,Kansas City,93844,MO,1951,661151224,Central KC KS/Fairfax,Kansas City - MO
401 NW Lou Holland Dr,B,North Kansas City,60000,MO,1960,641164224,City of North KC,Kansas City - MO
4010-4066 W Pine Blvd,C,Saint Louis,117852,MO,1930,631083210,St Louis City North,Saint Louis - MO
4011-4025 Bonner Ind Dr,B,Shawnee,40350,MO,1980,66226,Shawnee,Kansas City - MO
4015 Lakeview Corporate Dr,A,Granite City,1020000,MO,2006,62040,Illinois,Saint Louis - MO
4021 Park Ave,C,Saint Louis,12434,MO,1914,63110,St Louis City South,Saint Louis - MO
4044 Park Ave,C,Saint Louis,30972,MO,1896,63110,St Louis City South,Saint Louis - MO
4051-4077 N Norfleet Rd,B,Kansas City,100000,MO,2002,64161,Claycomo,Kansas City - MO
4055 Park Ave,C,Saint Louis,20708,MO,1919,631102319,St Louis City South,Saint Louis - MO
4061-4067 Park Ave,C,Saint Louis,44355,MO,1919,631102319,St Louis City South,Saint Louis - MO
4067 Folsom Ave,C,Saint Louis,42157,MO,1896,63110,St Louis City South,Saint Louis - MO
41 Osage Ave,B,Kansas City,68600,MO,1979,661051412,Armourdale,Kansas City - MO
4100 Gardner Ave,C,Kansas City,24272,MO,1959,641201832,Executive Park,Kansas City - MO
4100 Shady Springs Ln,C,Saint Peters,5740,MO,1986,63376,St Charles County,Saint Louis - MO
4101 E 12th Ter,C,Kansas City,50000,MO,1980,641271614,East Bottoms KC,Kansas City - MO
4106 NW Mattox Rd,B,Riverside,15000,MO,1975,64150,Riverside/Parkville,Kansas City - MO
4109 Papin St,C,Saint Louis,9569,MO,,63110,St Louis City South,Saint Louis - MO
411 NW Lou Holland Dr,C,North Kansas City,12000,MO,1965,641164224,City of North KC,Kansas City - MO
411-423 S 42nd St,C,Kansas City,10980,MO,1967,661061005,Turner,Kansas City - MO
4112-4120 W Riverside St,C,Riverside,50000,MO,1978,641509668,Riverside/Parkville,Kansas City - MO
412 Miami Ave,C,Kansas City,10770,MO,1982,661052116,Armourdale,Kansas City - MO
4120 Clayton Ave,C,Saint Louis,70000,MO,1950,631101737,St Louis City North,Saint Louis - MO
4120 Winchester Ave,C,Kansas City,9000,MO,1982,641291800,Sports Complex,Kansas City - MO
4123 NW Riverside Dr,C,Riverside,10200,MO,1945,641509669,Riverside/Parkville,Kansas City - MO
4123 Sarpy Ave,C,Saint Louis,22750,MO,,63110,St Louis City North,Saint Louis - MO
4124-4128 NW Riverside Dr,B,Riverside,12000,MO,1965,641509668,Riverside/Parkville,Kansas City - MO
4133 Gardner Ave,C,Kansas City,20634,MO,1949,641201833,Executive Park,Kansas City - MO
4134 E Front St,C,Kansas City,78159,MO,1959,641201036,Executive Park,Kansas City - MO
414 Oak St,C,Kansas City,8900,MO,1929,641061133,Downtown KC,Kansas City - MO
4141 Fairbanks Ave,B,Kansas City,85875,MO,1958,661061262,Turner,Kansas City - MO
4144 Papin St,C,Saint Louis,5195,MO,1960,63110,St Louis City South,Saint Louis - MO
415-511 Osage Ave,C,Kansas City,170000,MO,1966,661052113,Armourdale,Kansas City - MO
417 S 42nd St,B,Kansas City,25384,MO,1997,661061005,Turner,Kansas City - MO
419 E Gano Ave,C,Saint Louis,180000,MO,1956,63147,St Louis City North,Saint Louis - MO
420 North Dr,B,Saint Charles,7200,MO,1988,633010143,St Charles County,Saint Louis - MO
420 Northland Dr,C,Cameron,10000,MO,1980,644291345,St Joseph,St. Joseph - MO
4200 Gardner Ave,B,Kansas City,35676,MO,1958,641201830,Executive Park,Kansas City - MO
